om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
36,2003,4,25,4/25/2003,12:54:00,3,GA,13,8,0,0,0,0,0,31.28,-81.7,31.28,-81.7,0.1,10,1,1,1,127,0,0,0,0
1153,2003,5,6,5/6/2003,10:56:00,3,GA,13,9,1,0,0,0.01,0,34.27,-84.47,34.27,-84.45,1,50,1,1,1,57,0,0,0,0
191,2003,5,6,5/6/2003,12:00:00,3,GA,13,10,1,0,0,0.1,0,34.3,-83.25,34.25,-83.17,6,200,1,1,1,119,0,0,0,0
192,2003,5,6,5/6/2003,12:12:00,3,GA,13,11,2,12,0,0.7,0,34.22,-83.1,34.2,-83.03,7,200,1,1,1,195,105,0,0,0
398,2003,5,6,5/6/2003,12:21:00,3,GA,13,12,1,0,0,0.05,0,34.22,-83.1,34.22,-83.1,0.1,50,1,1,1,147,0,0,0,0
193,2003,5,6,5/6/2003,12:45:00,3,GA,13,13,1,0,0,0.003,0,34.2,-82.82,34.13,-82.75,6,50,1,1,1,105,0,0,0,0
126,2003,5,6,5/6/2003,13:57:00,3,GA,13,14,0,0,0,0,0,33.75,-82.38,33.85,-82.47,3,50,1,1,1,181,0,0,0,0
1155,2003,5,7,5/7/2003,16:15:00,3,GA,13,15,0,0,0,0.08,0,33.37,-85.27,33.37,-85.27,0.1,50,1,1,1,149,0,0,0,0
1156,2003,5,7,5/7/2003,16:20:00,3,GA,13,16,0,0,0,0.003,0,33.33,-85.1,33.33,-85.07,0.2,50,1,1,1,149,0,0,0,0
1157,2003,5,7,5/7/2003,16:32:00,3,GA,13,17,0,0,0,0.001,0,33.4,-84.87,33.4,-84.87,0.1,25,1,1,1,77,0,0,0,0
404,2003,6,30,6/30/2003,18:00:00,3,GA,13,18,1,0,0,0.12,0,31.38,-84.97,31.4,-84.97,2,75,1,1,1,99,0,0,0,0
301,2003,7,1,7/1/2003,12:50:00,3,GA,13,19,0,0,0,0,0,31.6,-83.02,31.6,-83.02,0.5,100,1,1,1,69,0,0,0,0
571,2003,7,1,7/1/2003,15:00:00,3,GA,13,20,1,0,0,0.18,0,33.48,-83.52,33.55,-83.52,3,75,1,1,1,211,0,0,0,0
584,2003,7,1,7/1/2003,16:00:00,3,GA,13,21,0,0,0,0.07,0,31.2,-84,31.23,-83.97,3,100,1,1,1,71,0,0,0,0
1324,2003,7,1,7/1/2003,18:05:00,3,GA,13,22,1,0,0,0,0,32.75,-81.83,32.8,-81.77,4.5,75,1,1,1,165,0,0,0,0
1325,2003,7,1,7/1/2003,20:47:00,3,GA,13,23,2,0,0,0,0,32.52,-81.77,32.6,-81.7,7,100,1,1,1,31,251,0,0,0
1326,2003,7,1,7/1/2003,21:03:00,3,GA,13,24,2,0,0,0,0,32.68,-81.6,32.75,-81.53,6,500,1,1,1,251,0,0,0,0
1327,2003,7,1,7/1/2003,21:10:00,3,GA,13,25,1,0,0,0,0,32.58,-81.78,32.63,-81.75,3,100,1,1,1,31,251,0,0,0
678,2003,11,19,11/19/2003,2:40:00,3,GA,13,26,0,0,0,0.01,0,34.47,-83.28,34.47,-83.23,4,50,1,1,1,119,0,0,0,0
679,2003,11,19,11/19/2003,2:55:00,3,GA,13,27,0,0,0,0.001,0,34.52,-83.32,34.53,-83.15,10,50,1,1,1,257,0,0,0,0
6,2004,2,6,2/6/2004,15:40:00,3,GA,13,1,0,0,0,0.01,0,32.08,-82.12,32.08,-82.12,0.3,100,1,1,1,267,0,0,0,0
1020,2004,5,2,5/2/2004,9:30:00,3,GA,13,2,1,6,0,0.55,0,31.6,-84.85,31.72,-84.73,8,100,1,1,1,61,243,0,0,0
224,2004,6,21,6/21/2004,13:44:00,3,GA,13,3,0,0,0,0,0,32,-82.02,32,-82.02,0.1,50,1,1,1,267,0,0,0,0
144,2004,6,21,6/21/2004,16:05:00,3,GA,13,4,0,0,0,0,0,31.23,-82.27,31.23,-82.27,0.5,0,1,1,1,25,0,0,0,0
1431,2004,7,14,7/14/2004,16:14:00,3,GA,13,5,0,0,0,0.001,0,34.35,-84.33,34.33,-84.33,0.2,50,1,1,1,57,0,0,0,0
1432,2004,7,14,7/14/2004,16:43:00,3,GA,13,6,0,0,0,0.001,0,34.17,-84.4,34.17,-84.4,0.1,50,1,1,1,57,0,0,0,0
304,2004,8,15,8/15/2004,13:40:00,3,GA,13,7,0,0,0,0,0,30.8,-81.55,30.8,-81.55,0,0,1,1,1,39,0,0,0,0
540,2004,9,5,9/5/2004,14:15:00,3,GA,13,8,0,0,0,0.01,0,30.95,-83.43,30.95,-83.43,0.2,50,1,1,1,185,0,0,0,0
1659,2004,9,5,9/5/2004,18:30:00,3,GA,13,9,0,0,0,0,0,31.37,-81.43,31.37,-81.43,0.3,50,1,1,1,191,0,0,0,0
1660,2004,9,5,9/5/2004,22:05:00,3,GA,13,10,0,0,0,0,0,31.75,-81.42,31.75,-81.42,0.5,40,1,1,1,179,0,0,0,0
1661,2004,9,6,9/6/2004,1:30:00,3,GA,13,11,0,0,0,0,0,31.88,-81.37,31.88,-81.37,0.5,30,1,1,1,29,0,0,0,0
1662,2004,9,6,9/6/2004,2:20:00,3,GA,13,12,0,0,0,0,0,32.32,-81.88,32.33,-82,5,60,1,1,1,31,43,0,0,0
1664,2004,9,6,9/6/2004,7:00:00,3,GA,13,13,1,0,0,0,0,31.87,-81.43,31.97,-81.52,8.5,75,1,1,1,179,0,0,0,0
1665,2004,9,6,9/6/2004,9:02:00,3,GA,13,14,1,0,0,0,0,32.03,-80.98,32.12,-81.17,6,300,2,0,1,0,0,0,0,0
1665,2004,9,6,9/6/2004,9:02:00,3,GA,13,15,1,0,0,0,0,32.03,-80.98,32.08,-81.08,5,300,2,1,2,51,0,0,0,0
1631,2004,9,15,9/15/2004,14:40:00,3,GA,13,16,0,0,0,0.01,0,31.27,-84.9,31.27,-84.9,0.5,50,1,1,1,99,0,0,0,0
1633,2004,9,15,9/15/2004,14:55:00,3,GA,13,17,0,0,0,0.02,0,31.38,-84.95,31.4,-84.97,1,50,1,1,1,99,0,0,0,0
1632,2004,9,15,9/15/2004,15:16:00,3,GA,13,18,0,0,0,0.01,0,31.25,-84.72,31.28,-84.72,2,50,1,1,1,99,0,0,0,0
1640,2004,9,15,9/15/2004,15:37:00,3,GA,13,19,0,0,0,0.12,0,31.12,-84.68,31.17,-84.73,4,100,1,1,1,201,0,0,0,0
1639,2004,9,15,9/15/2004,15:42:00,3,GA,13,20,0,0,0,0.01,0,31.43,-84.8,31.43,-84.8,0.2,50,1,1,1,37,0,0,0,0
1641,2004,9,15,9/15/2004,16:19:00,3,GA,13,21,1,0,0,0.15,0,30.85,-84.28,31,-84.37,15,100,1,1,1,131,0,0,0,0
1629,2004,9,15,9/15/2004,17:07:00,3,GA,13,22,1,0,0,0.01,0,31.15,-84.47,31.17,-84.48,1,100,1,1,1,7,0,0,0,0
1630,2004,9,15,9/15/2004,17:27:00,3,GA,13,23,1,0,0,0.02,0,31.33,-84.62,31.33,-84.63,1,100,1,1,1,7,0,0,0,0
541,2004,9,16,9/16/2004,5:30:00,3,GA,13,24,0,0,0,0.07,0,31.48,-84.05,31.52,-84.07,2,75,1,1,1,95,0,0,0,0
426,2004,9,16,9/16/2004,9:35:00,3,GA,13,25,0,0,0,0,0,31.5,-83.02,31.5,-83.02,2,1,1,1,1,69,0,0,0,0
1712,2004,9,16,9/16/2004,13:05:00,3,GA,13,26,1,0,0,1.3,0,34.05,-83.22,34.12,-83.22,7,150,1,1,1,195,0,0,0,0
1714,2004,9,16,9/16/2004,13:33:00,3,GA,13,27,0,0,0,0.05,0,34.08,-83.1,34.1,-83.1,1,50,1,1,1,195,0,0,0,0
1713,2004,9,16,9/16/2004,13:42:00,3,GA,13,28,0,0,0,0.001,0,32.98,-84.13,32.98,-84.13,0.1,50,1,1,1,293,0,0,0,0
517,2004,9,16,9/16/2004,13:50:00,3,GA,13,29,2,0,0,1.1,0,34.28,-83.15,34.28,-83.15,2,60,1,1,1,119,0,0,0,0
518,2004,9,16,9/16/2004,14:15:00,3,GA,13,30,1,0,0,0.03,0,34.38,-83.25,34.43,-83.25,3.5,30,1,1,1,119,0,0,0,0
1709,2004,9,16,9/16/2004,14:21:00,3,GA,13,31,0,0,0,0.25,0,33.22,-84.27,33.22,-84.27,0.2,50,1,1,1,255,0,0,0,0
1710,2004,9,16,9/16/2004,15:10:00,3,GA,13,32,1,0,0,1.5,0,33.87,-82.73,33.95,-82.77,7,500,1,1,1,317,0,0,0,0
520,2004,9,16,9/16/2004,15:18:00,3,GA,13,33,1,1,0,0.1,0,34,-82.77,34.1,-82.78,7.5,30,1,1,1,105,0,0,0,0
521,2004,9,16,9/16/2004,15:38:00,3,GA,13,34,1,0,0,0.03,0,34.22,-82.82,34.22,-82.82,1,20,1,1,1,105,0,0,0,0
522,2004,9,16,9/16/2004,15:45:00,3,GA,13,35,2,1,1,0.07,0,34.28,-83.27,34.33,-83.27,5.5,50,1,1,1,119,0,0,0,0
1711,2004,9,16,9/16/2004,15:55:00,3,GA,13,36,1,4,0,0.3,0,34.23,-84.37,34.27,-84.37,1,400,1,1,1,57,0,0,0,0
523,2004,9,16,9/16/2004,16:15:00,3,GA,13,37,1,0,0,0.01,0,34.45,-82.92,34.45,-82.92,1.5,40,1,1,1,147,0,0,0,0
528,2004,9,16,9/16/2004,18:30:00,3,GA,13,38,1,0,0,0.002,0,34.52,-83.52,34.55,-83.53,2,30,1,1,1,137,0,0,0,0
1677,2004,9,16,9/16/2004,19:10:00,3,GA,13,39,1,0,0,0,0,32.67,-81.62,32.73,-81.63,6,75,1,1,1,251,0,0,0,0
1678,2004,9,16,9/16/2004,19:40:00,3,GA,13,40,1,0,0,0,0,32.82,-81.7,32.93,-81.65,7,50,1,1,1,251,0,0,0,0
430,2004,9,26,9/26/2004,21:55:00,3,GA,13,41,0,0,0,0,0,31.17,-82.73,31.17,-82.73,1,1,1,1,1,65,0,0,0,0
1681,2004,9,26,9/26/2004,23:40:00,3,GA,13,42,0,0,0,0,0,32.45,-81.68,32.45,-81.68,0.5,35,1,1,1,31,0,0,0,0
1682,2004,9,27,9/27/2004,4:00:00,3,GA,13,43,0,0,0,0,0,32.6,-81.85,32.63,-81.88,0.5,40,1,1,1,31,0,0,0,0
1683,2004,9,27,9/27/2004,5:15:00,3,GA,13,44,0,0,0,0,0,32.87,-81.57,32.88,-81.57,0.7,40,1,1,1,251,0,0,0,0
1684,2004,9,27,9/27/2004,8:20:00,3,GA,13,45,0,0,0,0,0,32.9,-81.88,32.9,-81.88,0.5,30,1,1,1,165,0,0,0,0
623,2005,1,13,1/13/2005,16:58:00,3,GA,13,1,1,5,2,0.26,0,31.4,-84.73,31.43,-84.75,3,100,1,1,1,99,37,0,0,0
614,2005,1,13,1/13/2005,17:15:00,3,GA,13,2,0,0,0,0,0,33.5,-82.42,33.5,-82.42,0.1,30,1,1,1,189,0,0,0,0
615,2005,1,13,1/13/2005,17:37:00,3,GA,13,3,0,0,0,0,0,33.68,-82.33,33.68,-82.33,0.2,40,1,1,1,73,0,0,0,0
616,2005,1,13,1/13/2005,17:40:00,3,GA,13,4,0,0,0,0,0,33.75,-82.32,33.75,-82.32,0.1,30,1,1,1,181,0,0,0,0
666,2005,3,22,3/22/2005,12:32:00,3,GA,13,5,3,18,1,7,0,31.05,-84.92,31.13,-84.68,18,1250,1,1,1,253,201,0,0,0
274,2005,3,22,3/22/2005,13:30:00,3,GA,13,6,0,0,0,0,0,31.55,-82.88,31.53,-82.87,3,100,1,1,1,69,0,0,0,0
664,2005,3,22,3/22/2005,14:01:00,3,GA,13,7,1,0,0,0.25,0,31.23,-84.07,31.23,-83.98,3.8,100,1,1,1,205,0,0,0,0
665,2005,3,22,3/22/2005,14:10:00,3,GA,13,8,1,0,0,0.12,0,31.23,-84,31.25,-83.95,3.7,100,1,1,1,71,0,0,0,0
275,2005,3,22,3/22/2005,15:25:00,3,GA,13,9,2,0,0,0,0,31.48,-82.02,31.48,-82.02,2,880,1,1,1,305,0,0,0,0
107,2005,5,20,5/20/2005,16:00:00,3,GA,13,10,0,0,0,0,0,31.97,-80.9,31.97,-80.9,0.8,40,1,1,1,51,0,0,0,0
1062,2005,7,6,7/6/2005,16:30:00,3,GA,13,11,0,0,0,0.03,0,33.15,-84.68,33.15,-84.68,0.3,100,1,1,1,199,0,0,0,0
1063,2005,7,6,7/6/2005,19:00:00,3,GA,13,12,0,0,0,0.001,0,33.28,-84.57,33.28,-84.57,0.1,50,1,1,1,77,0,0,0,0
1064,2005,7,6,7/6/2005,19:10:00,3,GA,13,13,0,0,0,1.95,0,33.43,-84.43,33.43,-84.42,1,440,1,1,1,113,0,0,0,0
1065,2005,7,6,7/6/2005,19:45:00,3,GA,13,14,2,0,0,70,0,33.38,-84.32,33.42,-84.3,9,880,1,1,1,151,0,0,0,0
1067,2005,7,6,7/6/2005,19:55:00,3,GA,13,15,0,0,0,0.15,0,33.45,-84.17,33.45,-84.17,0.5,200,1,1,1,151,0,0,0,0
1068,2005,7,6,7/6/2005,20:00:00,3,GA,13,16,1,0,0,0.03,0,33.48,-84.1,33.5,-84.07,7,300,1,1,1,151,0,0,0,0
1066,2005,7,6,7/6/2005,20:04:00,3,GA,13,17,0,0,0,1.5,0,33.48,-84.28,33.48,-84.27,1,100,1,1,1,63,0,0,0,0
290,2005,7,11,7/11/2005,19:40:00,3,GA,13,18,0,0,0,0.07,0,34.52,-83.85,34.57,-83.83,5,220,1,1,1,311,0,0,0,0
1118,2005,8,29,8/29/2005,14:24:00,3,GA,13,19,2,3,1,5.15,0,33.4,-85.08,33.48,-85.1,5.5,200,1,1,1,149,45,0,0,0
1119,2005,8,29,8/29/2005,15:15:00,3,GA,13,20,0,0,0,0.01,0,33.87,-85.2,33.9,-85.22,1,75,1,1,1,143,0,0,0,0
1120,2005,8,29,8/29/2005,15:15:00,3,GA,13,21,0,0,0,0.4,0,33.8,-84.87,33.82,-84.9,1,50,1,1,1,223,0,0,0,0
1121,2005,8,29,8/29/2005,15:24:00,3,GA,13,22,1,0,0,0.05,0,34.02,-85.22,34.05,-85.25,2.8,50,1,1,1,233,0,0,0,0
1128,2005,8,29,8/29/2005,16:15:00,3,GA,13,23,0,0,0,0.25,0,34.3,-84.12,34.32,-84.12,0.5,50,1,1,1,117,0,0,0,0
378,2005,8,29,8/29/2005,16:26:00,3,GA,13,24,0,0,0,0,0,30.95,-84.73,31,-84.73,3,50,1,1,1,87,0,0,0,0
1122,2005,8,29,8/29/2005,16:35:00,3,GA,13,25,0,0,0,0.01,0,33.87,-83.57,33.87,-83.57,0.1,25,1,1,1,219,0,0,0,0
1123,2005,8,29,8/29/2005,16:37:00,3,GA,13,26,1,1,0,0.25,0,32.6,-84.23,32.63,-84.25,3.5,250,1,1,1,269,0,0,0,0
1124,2005,8,29,8/29/2005,16:45:00,3,GA,13,27,0,0,0,0.04,0,34.48,-84.12,34.53,-84.12,0.9,125,1,1,1,187,0,0,0,0
352,2005,8,29,8/29/2005,17:06:00,3,GA,13,28,0,0,0,0,0,32.2,-81.97,32.2,-81.97,0.1,20,1,1,1,109,0,0,0,0
1125,2005,8,29,8/29/2005,17:10:00,3,GA,13,29,2,3,0,2.6,0,32.55,-83.88,32.6,-83.88,4,50,1,1,1,225,0,0,0,0
1126,2005,8,29,8/29/2005,17:45:00,3,GA,13,30,0,0,0,0.25,0,34.88,-84.22,34.9,-84.22,0.3,100,1,1,1,111,0,0,0,0
1127,2005,8,29,8/29/2005,17:45:00,3,GA,13,31,1,2,0,0.3,0,33.25,-84.22,33.27,-84.22,1,100,1,1,1,255,0,0,0,0
1129,2005,8,29,8/29/2005,20:25:00,3,GA,13,32,0,0,0,0.03,0,33.65,-83.72,33.65,-83.72,0.3,50,1,1,1,297,0,0,0,0
1130,2005,8,29,8/29/2005,21:05:00,3,GA,13,33,0,0,0,0.15,0,33.95,-83.73,33.97,-83.73,1.5,100,1,1,1,13,0,0,0,0
1131,2005,8,29,8/29/2005,21:35:00,3,GA,13,34,0,0,0,0.02,0,34.12,-83.77,34.12,-83.77,1,20,1,1,1,157,0,0,0,0
1132,2005,8,29,8/29/2005,22:10:00,3,GA,13,35,0,0,0,0.26,0,34.37,-83.67,34.55,-83.7,11,50,1,1,1,139,311,0,0,0
1133,2005,8,29,8/29/2005,22:30:00,3,GA,13,36,2,0,0,3,0,34.67,-83.7,34.73,-83.72,5,300,1,1,1,311,0,0,0,0
401,2005,10,5,10/5/2005,18:30:00,3,GA,13,37,0,0,0,0.05,0,31.27,-81.48,31.3,-81.47,2,100,1,1,1,127,0,0,0,0
601,2005,12,4,12/4/2005,16:19:00,3,GA,13,38,0,0,0,0.15,0,33.55,-84.27,33.55,-84.25,1,100,1,1,1,151,0,0,0,0
608,2005,12,5,12/5/2005,10:45:00,3,GA,13,39,1,2,0,0.75,0,31.53,-83.87,31.53,-83.85,1.1,75,1,1,1,321,0,0,0,0
610,2005,12,5,12/5/2005,13:45:00,3,GA,13,40,0,0,0,0,0,30.95,-83.98,30.95,-83.98,0.2,30,1,1,1,173,0,0,0,0
506,2005,12,5,12/5/2005,14:30:00,3,GA,13,41,2,0,0,0,0,30.97,-82.87,30.97,-82.85,3,100,1,1,1,65,0,0,0,0
507,2005,12,5,12/5/2005,15:30:00,3,GA,13,42,1,0,0,0,0,31.18,-82.13,31.18,-82.13,1.5,75,1,1,1,25,0,0,0,0
1260,2005,12,28,12/28/2005,14:59:00,3,GA,13,43,0,0,0,0.1,0,32.13,-83.5,32.13,-83.5,0.5,200,1,1,1,235,0,0,0,0
1262,2005,12,28,12/28/2005,15:04:00,3,GA,13,44,1,0,0,0.5,0,32.63,-82.85,32.67,-82.75,4,300,1,1,1,175,167,0,0,0
1261,2005,12,28,12/28/2005,15:30:00,3,GA,13,45,0,0,0,0.12,0,32.02,-83.58,32.02,-83.52,2.5,50,1,1,1,315,0,0,0,0
1263,2005,12,28,12/28/2005,15:41:00,3,GA,13,46,0,0,0,0.001,0,32.27,-83.02,32.28,-82.98,0.5,50,1,1,1,175,0,0,0,0
1264,2005,12,28,12/28/2005,15:50:00,3,GA,13,47,0,0,0,0,0,31.48,-83.88,31.48,-83.88,0.2,25,1,1,1,321,0,0,0,0
606,2005,12,28,12/28/2005,16:00:00,3,GA,13,48,0,0,0,0.01,0,31.5,-83.85,31.5,-83.85,0.3,30,1,1,1,321,0,0,0,0
1212,2005,12,28,12/28/2005,16:05:00,3,GA,13,49,1,0,0,0.01,0,32.88,-82.23,32.88,-82.15,4,0,1,1,1,33,0,0,0,0
1265,2005,12,28,12/28/2005,16:20:00,3,GA,13,50,0,0,0,0,0,31.13,-84.15,31.13,-84.15,0.2,25,1,1,1,205,0,0,0,0
605,2005,12,28,12/28/2005,16:50:00,3,GA,13,51,0,0,0,0,0,31.25,-83.8,31.25,-83.8,0.2,25,1,1,1,71,0,0,0,0
1213,2005,12,28,12/28/2005,16:54:00,3,GA,13,52,0,0,0,0,0,33.03,-81.75,33.05,-81.7,4,0,1,1,1,33,0,0,0,0
604,2005,12,28,12/28/2005,16:55:00,3,GA,13,53,0,0,0,0.05,0,31.6,-83.25,31.6,-83.25,0.5,30,1,1,1,155,0,0,0,0
508,2005,12,28,12/28/2005,18:45:00,3,GA,13,54,0,0,0,0.2,0,31.47,-82.58,31.47,-82.58,0.5,100,1,1,1,5,0,0,0,0
13,2006,1,2,1/2/2006,15:45:00,3,GA,13,1,2,0,0,2.25,0,33.52,-84.67,33.5,-84.55,7,440,1,1,1,121,113,0,0,0
14,2006,1,2,1/2/2006,16:12:00,3,GA,13,2,3,3,0,0.75,0,33.15,-84.45,33.15,-84.4,3,440,1,1,1,231,0,0,0,0
15,2006,1,2,1/2/2006,16:44:00,3,GA,13,3,0,0,0,0.002,0,33.15,-84.13,33.15,-84.13,0.2,50,1,1,1,171,0,0,0,0
16,2006,1,2,1/2/2006,16:48:00,3,GA,13,4,1,0,0,0.5,0,33.5,-84.15,33.48,-84.13,0.6,300,1,1,1,151,0,0,0,0
17,2006,1,2,1/2/2006,17:35:00,3,GA,13,5,1,0,0,0.15,0,33.07,-83.62,33.05,-83.57,3,300,1,1,1,169,0,0,0,0
18,2006,1,2,1/2/2006,19:22:00,3,GA,13,6,1,0,0,0.3,0,32.75,-82.52,32.72,-82.27,12,440,1,1,1,167,107,0,0,0
19,2006,1,2,1/2/2006,20:15:00,3,GA,13,7,0,0,0,0.05,0,32.65,-81.93,32.65,-81.93,0.1,25,1,1,1,165,0,0,0,0
30,2006,1,13,1/13/2006,15:15:00,3,GA,13,8,1,1,0,2,0,31.25,-83.68,31.37,-83.58,9.6,100,1,1,1,71,0,0,0,0
35,2006,1,13,1/13/2006,19:30:00,3,GA,13,9,0,0,0,0.2,0,30.92,-81.65,30.92,-81.65,0.1,0,1,1,1,39,0,0,0,0
341,2006,4,8,4/8/2006,1:20:00,3,GA,13,10,0,1,0,0.35,0,33.97,-85.25,33.97,-85.18,5,100,1,1,1,233,0,0,0,0
342,2006,4,8,4/8/2006,1:30:00,3,GA,13,11,2,1,0,0.45,0,34.02,-85.07,34.02,-85.02,3,100,1,1,1,233,0,0,0,0
343,2006,4,8,4/8/2006,1:50:00,3,GA,13,12,0,0,0,0.15,0,33.97,-84.67,33.95,-84.55,2.5,50,1,1,1,67,0,0,0,0
344,2006,4,8,4/8/2006,1:55:00,3,GA,13,13,1,0,0,7.49,0,34.07,-84.52,34.07,-84.3,18,200,1,1,1,67,121,0,0,0
346,2006,4,8,4/8/2006,3:09:00,3,GA,13,14,0,0,0,0.35,0,34.28,-83.45,34.28,-83.45,0.2,100,1,1,1,11,0,0,0,0
625,2006,6,13,6/13/2006,4:00:00,3,GA,13,15,0,0,0,0,0,30.73,-81.55,30.73,-81.55,0.1,50,1,1,1,39,0,0,0,0
626,2006,6,13,6/13/2006,11:15:00,3,GA,13,16,1,0,0,0.5,0,32.02,-81.03,32.03,-81.03,0.5,175,1,1,1,51,0,0,0,0
629,2006,6,13,6/13/2006,14:37:00,3,GA,13,17,0,0,0,0.01,0,32.32,-81.32,32.33,-81.32,0.5,50,1,1,1,103,0,0,0,0
777,2006,7,29,7/29/2006,16:45:00,3,GA,13,18,0,0,0,0.002,0,31.85,-81.6,31.85,-81.6,0,0,1,1,1,179,0,0,0,0
1048,2006,11,15,11/15/2006,14:00:00,3,GA,13,19,1,9,0,0.501,0,32.34,-84.99,32.39,-85.02,1.5,150,1,1,1,53,215,0,0,0
1069,2006,12,25,12/25/2006,5:30:00,3,GA,13,20,1,0,0,0.3,0,31.72,-83.18,31.77,-83,11.25,100,1,1,1,17,0,0,0,0
1103,2006,12,31,12/31/2006,14:45:00,3,GA,13,21,2,1,0,0.15,0.25,32.27,-83.73,32.27,-83.73,0.46,50,1,1,1,93,0,0,0,0
10,2007,1,5,1/5/2007,9:05:00,3,GA,13,1,1,0,0,0.25,0,33.36,-84.9,33.42,-84.84,5.39,200,1,1,1,77,0,0,0,0
11,2007,1,5,1/5/2007,10:00:00,3,GA,13,2,0,0,0,0.045,0,33.27,-84.56,33.29,-84.55,1.68,200,1,1,1,77,0,0,0,0
15,2007,1,5,1/5/2007,16:10:00,3,GA,13,3,0,0,0,0.02,0,31.32,-82.47,31.34,-82.47,2,100,1,1,1,299,0,0,0,0
17,2007,1,7,1/7/2007,17:39:00,3,GA,13,4,2,0,0,0.35,0,33.29,-84.9,33.3,-84.83,4.11,200,1,1,1,77,0,0,0,0
40,2007,2,13,2/13/2007,17:28:00,3,GA,13,5,1,1,0,0.009,0.05,32.75,-81.6,32.76,-81.59,0.6,35,1,1,1,251,0,0,0,0
87,2007,3,1,3/1/2007,14:24:00,3,GA,13,6,0,0,0,0.251,0,31.66,-85.12,31.78,-85.04,7.85,100,2,1,2,61,239,0,0,0
92,2007,3,1,3/1/2007,15:11:00,3,GA,13,7,1,0,0,0.4,0,32.07,-84.68,32.09,-84.66,1.5,250,1,1,1,259,0,0,0,0
95,2007,3,1,3/1/2007,16:29:00,3,GA,13,8,2,4,1,0.5,0,32.49,-84.16,32.57,-84.07,7.69,448,1,1,1,269,0,0,0,0
96,2007,3,1,3/1/2007,16:34:00,3,GA,13,9,3,9,0,0.525,0,32.72,-83.93,32.79,-83.8,9.72,448,1,1,1,79,21,0,0,0
97,2007,3,1,3/1/2007,16:49:00,3,GA,13,10,1,0,0,0.1,0,32.61,-83.97,32.72,-83.81,11.86,100,1,1,1,79,0,0,0,0
98,2007,3,1,3/1/2007,16:51:00,3,GA,13,11,0,0,0,0.1,0,32.87,-83.81,32.86,-83.77,2.55,100,1,1,1,21,0,0,0,0
100,2007,3,1,3/1/2007,17:30:00,3,GA,13,13,1,0,0,0.5,0,32.9,-83.52,32.95,-83.49,3.62,150,1,1,1,169,0,0,0,0
99,2007,3,1,3/1/2007,17:31:00,3,GA,13,12,2,1,0,28,0,32.49,-85,32.57,-84.87,9.43,300,2,1,2,215,0,0,0,0
101,2007,3,1,3/1/2007,17:44:00,3,GA,13,14,0,0,0,0.005,0,32.99,-83.41,32.99,-83.41,0.02,50,1,1,1,169,0,0,0,0
103,2007,3,1,3/1/2007,18:00:00,3,GA,13,15,1,0,0,0.05,0,32.68,-84.66,32.7,-84.59,4.1,100,1,1,1,263,0,0,0,0
104,2007,3,1,3/1/2007,19:08:00,3,GA,13,16,2,3,0,0.7,0,33.42,-82.61,33.5,-82.45,11.74,448,1,1,1,301,189,0,0,0
105,2007,3,1,3/1/2007,20:00:00,3,GA,13,17,3,11,2,111.002,0,31.92,-84.55,32.23,-84.1,43.2,1790,1,1,1,307,261,193,0,0
106,2007,3,1,3/1/2007,21:30:00,3,GA,13,18,0,0,0,0.25,0,32.55,-83.29,32.55,-83.26,1.38,448,1,1,1,23,0,0,0,0
107,2007,3,1,3/1/2007,21:40:00,3,GA,13,19,2,0,0,0.03,0,32.66,-83.15,32.77,-82.97,13.27,895,1,1,1,319,0,0,0,0
108,2007,3,1,3/1/2007,21:52:00,3,GA,13,20,1,0,0,0.025,0,32.49,-84.51,32.5,-84.47,2.51,100,1,1,1,197,0,0,0,0
109,2007,3,1,3/1/2007,22:44:00,3,GA,13,21,2,3,6,3.975,0.5,31.32,-84.45,31.48,-83.98,30.53,200,1,1,1,7,205,95,321,0
110,2007,3,1,3/1/2007,23:20:00,3,GA,13,22,2,2,0,0.275,0,31.44,-83.89,31.5,-83.85,4.55,150,1,1,1,321,0,0,0,0
111,2007,3,1,3/1/2007,23:30:00,3,GA,13,23,2,0,0,0.5,0,31.51,-83.76,31.52,-83.71,2.93,200,1,1,1,321,0,0,0,0
112,2007,3,1,3/1/2007,23:42:00,3,GA,13,24,1,0,0,1.35,0,31.55,-83.62,31.58,-83.52,7.9,150,1,1,1,277,287,0,0,0
116,2007,3,2,3/2/2007,1:55:00,3,GA,13,25,0,0,0,0.01,0,30.67,-83.2,30.69,-83.16,2,50,1,1,1,185,0,0,0,0
283,2007,4,14,4/14/2007,19:45:00,3,GA,13,26,0,0,0,0.01,0,31.55,-84.6,31.55,-84.59,0.83,50,1,1,1,37,0,0,0,0
284,2007,4,14,4/14/2007,20:30:00,3,GA,13,27,1,0,0,0.5,0,31.76,-84.27,31.78,-84.23,2.47,100,1,1,1,177,0,0,0,0
285,2007,4,14,4/14/2007,23:23:00,3,GA,13,28,1,2,0,0.35,0,32.2,-83.2,32.25,-83.15,4.48,100,1,1,1,91,0,0,0,0
286,2007,4,14,4/14/2007,23:45:00,3,GA,13,29,2,3,0,0.4,0,32.42,-82.96,32.46,-82.86,6.03,200,1,1,1,175,0,0,0,0
